scenario_id,split_type,category,list_price,buyer_target,seller_target,title,description,price_delta_pct,relative_price,title_token_count,description_length,data_completeness,price_confidence,has_images
train_00558,train,furniture,150.0,114.0,150.0,Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design,"Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design,Scroll Puff Ottoman: 24w x 24d x 18h.",0.24,1.2,9,97,1.0,True,True
train_00559,train,vehicles,375.0,225.0,375.0,Sweet vintage Misty (Gran Sport) - excellent condition,"I bought this for my daughter and she's too short for it. It has been refurbished and is totally cute. Leather grips and seat. All new cables, tires and chain. Super clean.",0.4,0.251846877098724,8,172,1.0,True,True
train_00560,train,vehicles,4500.0,4140.0,4500.0,2016 Giant Reign Advanced 0 27.5,"Selling my Reign Advanced 0 because I have too many bikes and do not ride this one nearly enough to justify keeping it. Come check it out you won't be disappointed.,Bike is in like new condition with a few minor scuffs. Fork and shock recently serviced (fresh oil/seals) and brakes both bled.,Specs:",0.08,3.0221625251846875,6,299,1.0,True,True
train_00561,train,vehicles,3800.0,3496.0,3800.0,2001 mbz e320,"At.leather great condition new tires .New tag..clean title clan in and out.new brake front bearings.tires.motor mount.valve cover gasket.mobile one synsitic oil only.you can find a cheaper mbz but a well maintained one is hard to find this a clean title.car,car history report",0.08,2.552048354600403,3,276,1.0,True,True
train_00562,train,furniture,450.0,270.0,450.0,"Ikea PAX Wardrobe, white, Hasvik white sliding doors","Wardrobe, white, Hasvik white, 78 3/4x26x93 1/8",0.4,3.6,8,47,1.0,True,True
train_00563,train,electronics,350.0,322.0,350.0,IPhone 6 + gold Unlocked 16 GB,"This is GSM unlucked phone in very good condition,Comes with charger",0.08,3.5,7,68,1.0,True,True
train_00564,train,vehicles,350.0,266.0,350.0,Kids John Deere Pedal Tractor w/ Wagon (NEW),"John Deere Pedal Tractor w/ Wagon, Die Cast in mint condition. Your child will be over the moon riding this heavy durable tractor with heavy-duty chain system and oversized rubber tires. Comes with cute detachable rear wagon that can tow another child.",0.24,0.23505708529214236,8,252,1.0,True,True
train_00565,train,vehicles,12000.0,7200.0,12000.0,Audi TT 2010 Twin Turbo AWD 2.0,"19 inch chrome Audi rims,Automatic but is triptonic,New catback exhaust,K&n cold air intake,New intercooler",0.4,8.059100067159168,7,107,1.0,True,True
train_00566,train,electronics,20.0,18.0,20.0,"Insignia 7"" Digital Picture Frame","Selling my like new Insignia 7"" digital picture frame - used just once or twice for a few minutes. In perfect working conditions and comes with all accessories: remote, charger, memory stick duo adapter.,Product Features,- 7"" widescreen LCD display with 16:9 aspect ratio:Creates an impressive display for viewing your pictures.,- 800 x 480 resolution and 500:1 contrast ratio:Provide an accurate display of your photos' details.,- Supports JPEG picture format:For convenient viewing.,- 1GB internal memory:Lets you save and manage your digital images.",0.1,0.2,5,552,1.0,True,True
train_00567,train,vehicles,16500.0,12540.0,16500.0,2006 F350 TURBO DIESEL DUALLY...THIS TRUCK IS A BEAST! SMOGGED!,"1 OWNER TRUCK!!,HERE IS THE RECENT WORK THAT HAS BEEN DONE:,*BULLET PROOF EGR COOLER,*NEW FORD OIL COOLER,*TURBO CLEANED and INSPECTED",0.24,11.081262592343855,10,134,1.0,True,True
train_00568,train,furniture,35.0,32.0,35.0,rustic and unique bookshelf,very cool bookshelf for sale ! I am moving and this has got to be out by Sunday May 28.,0.08571428571428572,0.28,4,87,1.0,True,True
train_00569,train,electronics,300.0,180.0,300.0,Samsung Galaxy S6 Edge+ 64 gb with protective case,"Never opened, refurbished 64 Gb Black Sapphire Samsung Galaxy S6 Edge+ from tmobile with new hard shell case. I don't like how it fits in my pocket so you get the phone with better resolution as long as you're a tmobile customer already or want to unlock it for your provider.,Sale in person, Cash only.,Large Amount of Space. Impressive, groundbreaking screen.,Crystal-clear detail. 5.7"" Quad HD Super AMOLED display.,Sleek design and brilliant dual edge screen. With a 5.7"" Quad HD Super AMOLED 2560x1440 resolution display, you can watch videos and images come to life on your screen.",0.4,3.0,9,587,1.0,True,True
train_00570,train,electronics,250.0,230.0,250.0,IPHONE 6 16gB UNLOCKED#&!@$;@; AT&T/T MOBILE/ METRO,"Excellent iphone 6 16g excellent condition firm price no lower no.more... 270,test your sim and buy,Ready TO BE USED ON ANY NETWORK: VERIZON/T-MOBILE/AT&T; FOREIGN COUNTRIES...",0.08,2.5,7,176,1.0,True,True
train_00571,train,furniture,30.0,18.0,30.0,"_______________WArdrobe___________70""x24""x17""________Photo","I am selling my wardrobe 70""x24""x17""",0.4,0.24,1,36,1.0,True,True
train_00572,train,vehicles,6000.0,5520.0,6000.0,2004 BMW 325 Convertible *Registration Till 3/18 Smog Done 2/24*,"100,XXX Miles. Clean title.,Minor exterior and interior blemishes.,Registration till 3/2018 with Smog done 2/24.",0.08,4.029550033579584,10,112,1.0,True,True
train_00573,train,electronics,250.0,150.0,250.0,MTX Thunder 1501d USA old school amp,I'm selling my MTX 1501d subwoofer amp. This is a no joke amp that does REAL power. 750 watts rms at 4 ohm and 1500 watts rms at 2 ohms. Underrated as well. It's a beast and I'm really not trying to sell it but I don't really have a need for this much power. No lowball offers wanted or trades. Only respond if you have cash in hand ready to buy.,0.4,2.5,7,346,1.0,True,True
train_00574,train,electronics,30.0,18.0,30.0,JBL Portable Speaker On Stage Micro Audio Speaker System,JBL Portable Speaker On Stage Micro Audio Speaker System. It uses 4 AAA battery. Color: black or silver. Used in good condition. Include dock and battery.,0.4,0.3,9,154,1.0,True,True
train_00575,train,furniture,20.0,18.0,20.0,blue roller chair,"Blue upholstered rolling chairs,Desk, office, dining, or kitchen table,Text to schedule pickup",0.1,0.16,3,94,1.0,True,True
train_00576,train,electronics,650.0,598.0,650.0,iPhone 7 32GB Factory Unlocked brand new,"brand new iPhone 7 32gb for sale.,factory seal is still on.",0.08,6.5,7,59,1.0,True,True
train_00577,train,electronics,15.0,13.0,15.0,phone and computer repairs BTW 40TH & 41ST FOR AS LOW AS,"+++,++,phone and computer repairs at FRUITVALE FOR AS LOW AS 15 DOLLARS",0.13333333333333333,0.15,12,71,1.0,True,True
train_00578,train,electronics,200.0,120.0,200.0,Pioneer Stereo,"Pioneer SX253R tuner at 100 watts, CT-W616DR duel cassette deck, PD-M403 6 disc CD player, 4 speakers and remote control. Sounds great and in excellent condition.",0.4,2.0,2,162,1.0,True,True
train_00579,train,vehicles,2650.0,2014.0,2650.0,2015 Intense Carbine (27.5/650b) Full Carbon - Large,"As you can see in the pictures this bike is nearly brand new. It has full XT components, Fox Fork/Shock, and upgraded Novatec wheelset and hubs. All in like new condition. Size is Large. Please let me know if you have any additional questions.",0.24,1.7797179314976495,8,243,1.0,True,True
train_00580,train,electronics,200.0,152.0,200.0,Pioneer Stereo,"Pioneer SX253R tuner at 100 watts, CT-W616DR duel cassette deck, PD-M403 6 disc CD player, 4 speakers and remote control. Sounds great and in excellent condition.",0.24,2.0,2,162,1.0,True,True
train_00581,train,furniture,18.0,16.0,18.0,Office Client Waiting Room CHAIRS,"Still sturdy and good, average condition. Some small tear on some by being placed against wall, but doesnt show much",0.1111111111111111,0.144,5,116,1.0,True,True
train_00582,train,housing,1850.0,1406.0,1850.0,Sunny! Location! Close to UCB,"Great Location!,Just several blocks to U.C. A Charming Spanish Mission Style Building. This Studio unit is about 630-650 sq.ft. Bright and sunny with a lot of windows and has larger closet space. Convenient to UC Berkeley, Shattuck Ave., Telegraph Ave., Shops, School, & BART.,Physical Address: 2320 Haste St., Berkeley, CA 94704,Nearest Street Intersection: Dana St. and Ellsworth St.,Apartment features include:,* Carpet floors nearly throughout,* Full size kitchen with eating area.,* Plus gas range and refrigerator.,* Lots of windows for great natural light",0.24,0.8222222222222222,5,562,1.0,True,True
train_00583,train,housing,1895.0,1137.0,1895.0,First Floor large1 bedroom / 1 bath w/vanity area,"EXPERIENCE THE DIFFERENCE! Relax, enjoy, & live where Customer Service is Priority One. Be part of a Community whose Management values your business, respects your privacy, & takes pride in maintaining your apartment home. You can feel comfortable knowing that you have a community manager living on-site to provide the best possible service and on- site maintenance to provide our best service for your home.,Call us today, because we are not just another apartment to move to, but a place you can call home. A commuter's dream, we are within walking distance of BART. Our gated community has many of the amenities you may be looking for such as an on-site laundry facility, barbecue area, off street parking, sparkling pool.",0.4,0.8422222222222222,9,726,1.0,True,True
train_00584,train,furniture,600.0,360.0,600.0,Entertainment center from Rc wiley,"1 year old rc wiley entertainment center. Like new. 4 pieces,I had a 65 in tv in it might be able to hold up to70""",0.4,4.8,5,114,1.0,True,True
train_00585,train,housing,1719.0,1306.0,1719.0,"Walk to Shops! Downtown Walnut Creek, $pecial savings, Ideal 1BR apt","We'll even waive your application fees! Ask the leasing manager for more details.,The Arbors,Walnut Creek, CA 94596",0.24025596276905178,0.764,11,115,1.0,True,True
train_00586,train,electronics,80.0,73.0,80.0,LG GPad 7.0 PRISTINE CONDITION,"New LG G Pad V410 AT&T GSM Unlocked 7-Inch 4G LTE Wi-Fi 16GB Tablet immaculate condition!! The Device is unlocked so can be used with any GSM carrier locally and internationally. Condition : New other. comes in retail box with charger. Important Please ReadUnlockedAndroidTM 4.4 KitKat®MicroSD® Memory Slot Support up to 32 GBQualcomm® SnapdragonTM 400Quad-Core 1.2 GHz7.0"" HD+ IPS Display5 MP Camera with Touch & Shoot7"" HD+ IPS DisplayQPairTM - seamless AndroidTM smartphone interconnectivityQuickRemoteTM - control your home entertainment systems on one screenDual Window multitasking capability - work with two compatible apps at once.",0.0875,0.8,5,639,1.0,True,True
train_00587,train,vehicles,100.0,92.0,100.0,"GMC Denali 700c Road Bike 25"" - BLUE","The GMC Denali is a 21-Speed Road Bike built around a lightweight aluminum road bike frame for racing or commuting. Shimano derailleur and Shimano Revo shifts that work. Affordable bike that rides great, and priced right due to cosmetic issues.",0.08,0.0671591672263264,8,244,1.0,True,True
train_00588,train,vehicles,240.0,220.0,240.0,Schwinn World Sport 14-speed road bike.,"Schwinn World Sport 14-speed road bike. 27"" (69cm) frame. 36"" (91cm) standover. Best fit someone 6'+.,Specifications:,Shimano Exage dual brake levers.,Shimano Exage Motion center pivot pulled side pulled brakes.,Shimano stem friction shifters (2X7).,Shimano biopace crank set: 40T, 52T.,170mm crank arms.",0.08333333333333333,0.16118200134318333,6,304,1.0,True,True
train_00589,train,housing,2834.0,2607.0,2834.0,Beautiful 1 Bedroom Home with Balcony Available Mid June!,"Essex Property Trust,EMME Apartment Homes,6350 Christie Ave, Emeryville, CA 94608,We will have a 1 bedroom 1 bath 643 sq ft apartment #130 available on June 10th! Your beautiful new kitchen will have Cesar stone countertops, dark cherry wood on the cabinets and stainless steel appliances!,All of emme apartments come with a full size front load washer & dryer! Emme offers amenities such as our 24 hour gym, courtyard, clubhouse and our beautiful roof top deck, a must see with a great view of San Francisco! Living at emme makes life a bit easier with having everything you need right around the corner, from grocery stores to retail! Not to mention, transportation!,Emeryville provides us a free shuttle that picks you up right in front of the community and takes you straight to bart!,Schedule your appointment today!!,Stop by our 2 bedroom home OPEN HOUSE this Saturday, May 20th from 10:00 AM - 12:00 PM!",0.08009880028228653,1.2595555555555555,9,910,1.0,True,True
train_00590,train,electronics,50.0,46.0,50.0,Sony iPhone Alarm Clock Dock,iPhone / iPod® Dock / Playback / Charge,0.08,0.5,5,39,1.0,True,True
train_00591,train,electronics,600.0,360.0,600.0,"Philips 40"" Ultra Slim ECO TV","Philips 40"" TV - Rarely used, like new",0.4,6.0,6,38,1.0,True,True
train_00592,train,housing,1700.0,1292.0,1700.0,Central Alameda One Bed One Bath-1214 Chestnut Street #A,"Middle level one bedroom one bathroom within a large Victorian. Located next door to the Chestnut Encinal Market, this unit features dark hardwood floors, updated cabinets in the kitchen, gas stove and a dishwasher. With an updated vanity in the bathroom, this home gets great natural sunlight and is a must see for those looking to be located in Central Alameda. One year lease, no pets, tenant pays gas, electricity and splits one time 30% rental fee with owner. Coin laundry located on site and street parking only.",0.24,0.7555555555555555,9,518,1.0,True,True
train_00593,train,furniture,70.0,42.0,70.0,Matching table and mirror,"Matching side table and mirror for sale,26 inches wide,26 inches tall",0.4,0.56,4,69,1.0,True,True
train_00594,train,housing,2695.0,2479.0,2695.0,"""FULLY REMODELED"" 3 Bdrm, 1 Bath, Single Family Home","Rooms: 3 bed / 1 bath,Type: Single Family House,City/Neighborhood: West Oakland,Showing: By Appointment Only",0.08014842300556586,1.1977777777777778,9,108,1.0,True,True
train_00595,train,housing,1895.0,1743.0,1895.0,First Floor large1 bedroom / 1 bath w/vanity area,"EXPERIENCE THE DIFFERENCE! Relax, enjoy, & live where Customer Service is Priority One. Be part of a Community whose Management values your business, respects your privacy, & takes pride in maintaining your apartment home. You can feel comfortable knowing that you have a community manager living on-site to provide the best possible service and on- site maintenance to provide our best service for your home.,Call us today, because we are not just another apartment to move to, but a place you can call home. A commuter's dream, we are within walking distance of BART. Our gated community has many of the amenities you may be looking for such as an on-site laundry facility, barbecue area, off street parking, sparkling pool.",0.08021108179419525,0.8422222222222222,9,726,1.0,True,True
train_00596,train,vehicles,16900.0,10140.0,16900.0,2013 Toyota Sienna XLE Minivan 4D,"2013 Toyota Sienna XLE Minivan 4D, Fully loaded....,Transmission: Automatic,Mileage: 50000",0.4,11.34989926124916,6,90,1.0,True,True
train_00597,train,housing,2500.0,1900.0,2500.0,Two Bedrooms Nice North Oakland Apartment - close to Bart & Berkeley B,"Hello There,,We have a unit that has just vacated in North Oakland. It has 2 bedrooms (new-hardwood flooring), 1 full bath, Living room, Kitchen (with gas-range, dishwasher, micro-hood, garbage disposal, lots of cabinets), granite counter tops. Living room and kitchen are tiled.",0.24,1.1111111111111112,13,279,1.0,True,True
train_00598,train,vehicles,8950.0,8234.0,8950.0,2010 Infiniti EX35 Sport--- Low Miles,"Mileage: 48,135 only,Engine: 6-cly, 3.5L",0.08,6.010745466756212,6,40,1.0,True,True
train_00599,train,vehicles,1500.0,900.0,1500.0,"2016 Giant Defy Advanced 1 road bicycle, size XL","Pretty much brand new, only ridden two or three times. My wife and I tried to get into riding these things, unfortunately my butt can't handle the narrow seat, and my back can't handle the hunched over position. Price is firm.",0.4,1.007387508394896,9,226,1.0,True,True
train_00600,train,electronics,200.0,120.0,200.0,Almost New Xiaomi Mi Pad,"Excellent condition, rarely used Xiaomi Mi Pad....read, watch, play, take pictures/videos, etc., all in one package. With Xiaomi Mi Pad original case.,Specs:,7.9"" IPS High resolution 326 PPI, Gorilla Glass 3",0.4,2.0,5,207,1.0,True,True
train_00601,train,housing,4092.0,3109.0,4092.0,Facing the Berkeley Hills gorgeous 2x2.5 in DT!,"Domain Luxury Apartment Homes,FLOOR PLAN: 2 Bedroom/ 2.5 Bath, Town home B Building,Neighborhood: The Heart of Downtown,Address: 1389 Jefferson Street Oakland, CA 94612,Property Type: Luxury Apartment Home,Lease Term: We offer Flexible Lease Terms. 1-13 Months,Domain, the Heart of Downtown Oakland! Our location offers convenient access to freeways, multiple train lines including Bart and Amtrak, award-winning schools, popular sidewalk cafes, a multi-cultural shopping experience, and excellent fine dining options.,Stainless Steel Appliances,Dishwasher,Gas Stove Top and Oven In most units,Microwave,Granite Counters,Large Double Glass Window,Patio door /Balcony in some units,Floor to Ceiling Glass in Many Homes",0.24022482893450636,1.8186666666666667,8,717,1.0,True,True
train_00602,train,furniture,175.0,133.0,175.0,Bunkbed,Solid wood. Brand new. Never used.,0.24,1.4,1,34,1.0,True,True
train_00603,train,furniture,140.0,84.0,140.0,"Desk with Adjustable L-Shape, Solid Wood, Black","Width - 26 inches,Length - 59.5 inches",0.4,1.12,7,38,1.0,True,True
train_00604,train,electronics,30.0,18.0,30.0,NETGEAR DOCSIS 3.0 - High Speed Cable Modem (CMD31T),"The NETGEAR High Speed Cable Modem provides a connection to high-speed cable Internet. Item is CABLE MODEM ONLY,Compatible with major Cable Internet Service Providers like Comcast, Charter, Cable Vision, Cox, Time Warner Cable and others",0.4,0.3,9,237,1.0,True,True
train_00605,train,electronics,60.0,45.0,60.0,BRAND NEW SAMSUNG'S SMART THINGS HUB,ASKING 60$... SERIOUS BUYERS ONLY PLEASE.. NO TRADES CASH ONLY.... I DON'T SHIP SO PLEASE DONT ASK... LOCAL PICKUP ONLY IN FREMONT CA... TEXT OR CALL ME ANYTIME,0.25,0.6,6,160,1.0,True,True
train_00606,train,vehicles,200.0,184.0,200.0,Giant street bike,Not giant as in a giant rides it. Giant as in that's the brand name. 24 gears for some sweet jumps.,0.08,0.1343183344526528,3,99,1.0,True,True
train_00607,train,electronics,90.0,68.0,90.0,V-moda Crossfade LP2 Over Ear Headphones,"V-moda crossfade LP2 headphones in excellent condition. Perfect for producing, dj gigs and all music listening needs. Very flexible and lightweight with a very comfy fit. Comes with microphone chord, case and adapter. Case had some scratches on it, but still works great. I lost the other metal shield for the headphones so the right side is matte black while the left is metal. This doesn't affect sound quality.",0.24444444444444444,0.9,6,413,1.0,True,True
train_00608,train,housing,2100.0,1932.0,2100.0,Near Montclaire apt 2br for rent,Near Montclaire very nice apartment for rent. 2 bedroom 1 bath 1 livingroom kitchen + own balcony.,0.08,0.9333333333333333,6,98,1.0,True,True
train_00609,train,vehicles,340.0,258.0,340.0,Linear Recumbent Bicycle,"Linear recumbent bicycle for sale. This was built in Iowa, and has a welded reinforcement in the rear frame.,This is the ""folding"" model, but's it's more of a ""can be compacted for storage or transport"" (see the last picture).,LWB USS (Long Wheel Base, Under Seat Steering). Aluminum frame.",0.2411764705882353,0.22834116856950973,3,290,1.0,True,True
train_00610,train,electronics,175.0,161.0,175.0,iPhone 4 x3 and iPhone 3G plus accessories....,"Used but all in working order.,iPhone 3G, Black, 8GB,iPhone 4G, Black, 16GB",0.08,1.75,8,75,1.0,True,True
train_00611,train,furniture,75.0,45.0,75.0,Luxo Chrome Articulating Drafting Lamp,"In excellent vintage condition and working order,Selling as shown with no weighted base or desk clamp",0.4,0.6,5,101,1.0,True,True
train_00612,train,electronics,15.0,11.0,15.0,phone and computer repairs BTW 40TH & 41ST FOR AS LOW AS,"+++,++,phone and computer repairs at FRUITVALE FOR AS LOW AS 15 DOLLARS",0.26666666666666666,0.15,12,71,1.0,True,True
train_00613,train,vehicles,1500.0,1140.0,1500.0,"2016 Giant Defy Advanced 1 road bicycle, size XL","Pretty much brand new, only ridden two or three times. My wife and I tried to get into riding these things, unfortunately my butt can't handle the narrow seat, and my back can't handle the hunched over position. Price is firm.",0.24,1.007387508394896,9,226,1.0,True,True
train_00614,train,furniture,250.0,190.0,250.0,"Couch, loveseat and entertainment center","2 matching couches- in perfect condition. Hardly used, very firm. No rips, wear spots, or other damage.,Entertainment center from Scandanavian designs. Teakwood. In very good condition also. No damage.",0.24,2.0,5,201,1.0,True,True
train_00615,train,housing,1950.0,1482.0,1950.0,✅MOVE 9 MINUTES DRIVE FROM CAMPUS-- 1535 JULIA STREET✅,Move into a newly renovated and super clean 1 bed 1 bath at 1535 Julia Street.,0.24,0.8666666666666667,9,78,1.0,True,True
train_00616,train,housing,1950.0,1794.0,1950.0,ABSW Apartments- Open House Wednesday 5/17 3 pm-4 pm,"ABSW Studio Apartment Available,Located in Southside, Berkeley, historically and popularly known as the epicenter of college life at Cal. Take pleasure in outdoor activities at your convenience by being just blocks away from Underhill Field and the historic People's Park. Eat up at the nearby Berkeley dining commons -- Crossroads or Cafe 3 -- or visit the Durant Food Court located on Telegraph Ave for a wide variety of ethnic cuisines.,ABSW Apartments is the ideal place for students desiring that perfect mix of campus life and local social activities!",0.08,0.8666666666666667,9,557,1.0,True,True
train_00617,train,housing,2650.0,2014.0,2650.0,Furnished Studio-Apartment across UC BERKELEY!,"This is a modern renovated studio apartment in Berkeley. The apartment design offers modern furniture, upscale features with custom finishes. The apartment is a short distance from BART and UC Berkeley campus.,Featured in this apartment is a beautiful kitchen and eat in area. This apartment includes two beds and a renovated bathroom. With Academic Housing Rentals you also have the option to customize your layout for a flat fee to suit the maximum allowed guests.",0.24,1.1777777777777778,5,466,1.0,True,True
train_00618,train,furniture,75.0,69.0,75.0,Luxo Chrome Articulating Drafting Lamp,"In excellent vintage condition and working order,Selling as shown with no weighted base or desk clamp",0.08,0.6,5,101,1.0,True,True
train_00619,train,housing,2950.0,2242.0,2950.0,Live/work 3br apt. ner West Oak. Bart & S.F.,2950.00 for a 3 bedrooms and 2 Bathrooms Live/work apartment near the West Oakland Bart Station and about 10 minutes to San Francisco via Bay Bridge this space is 10 ft. ceiling the floors are ceramic title and Laminated the ceiling have 2 skylights and 1 off street parking with laundry hookups the address is 333 Henry St. Oakland the deposit is 1500.00 no section 8 if you have any question you can call Rafa at,0.24,1.3111111111111111,9,414,1.0,True,True
train_00620,train,vehicles,500.0,380.0,500.0,Vintage Gazelle Sport A 3 speed bicycle Best Offer,"Beautiful 1950's - 1960's Gazelle bike. I spent several hours detailing the paint and chrome. I got a lot of rust off the rims , handle bars, chain guard, front fork piece. Look at the before and after pictures. The only thing un-original is the Schwinn seat. It has a lot of extra parts, brakes well, beautiful logo, frame is numbered, well taken care of, it has it's battle scars. The only thing that night be missing is the air pump that I believe goes on the 2 pins inside the frame. Look at pictures.",0.24,0.33579583613163194,9,505,1.0,True,True
train_00622,train,furniture,500.0,300.0,500.0,Pendant Lights with Murano Glass (Moving Sale),"Brushed nickel finish,Condition:,Structurally Sound,Excellent Working Condition",0.4,4.0,7,79,1.0,True,True
train_00623,train,furniture,415.0,315.0,415.0,Natuzzi Italian Leather Sofa,"Excellent, well cared for leather Natuzzi sofa - modern look. ONLY had for a year. No rips, tears, scuffs. Quality Italian leather. Italian leather.",0.24096385542168675,3.32,4,148,1.0,True,True
train_00624,train,vehicles,600.0,456.0,600.0,Fully custom cannondale capo track bike,"Great track and crit bike,Front wheel: 510 track wheel,Cog: surly",0.24,0.40295500335795836,6,65,1.0,True,True
train_00625,train,furniture,1150.0,690.0,1150.0,Sofa and arm chair SEA GRASS Natural Fiber ! :),"We're selling a 2 piece furniture set. Sofa, and Chair, ""We have the CUSHIONS ,BUT NO FABRIC""!!! Color toasted pecan.,This high quality sofa in excellent condition !I wash the covers and the,fabric shrunk, but the cushions are in excellent condition,clean, perfect !!!,Interested buyer(s) must provide own transportation such as pick-up truck.And help,because this is heavy !,I'll be gladly to schedule an arrangement at convenient time thru appointment for your visual inspection.,Here are some links with specs:",0.4,9.2,10,513,1.0,True,True
train_00626,train,furniture,300.0,276.0,300.0,TV Cart -- P2,"The P2 Luxus Series is Loctek's highest quality TV cart. With a wide and durable base construction, the TV cart provides you with the maximum stability and extended use. Great for offices, conference rooms, tradeshows, hotels, hospitals, airports, and lobbies, the TV cart can hold a TV up to 99 lbs and from 32"" - 70"" wide. Height Adjustment500 mm / 19.7"". Supported VESA300 x 300, 200 x 200, 400 x 200, 400 x 400, 600 x 400 mm.,*Four heavy-duty swivel caster locking wheels for easy gliding.,*Built-in cable management system routes cables neatly.",0.08,2.4,4,549,1.0,True,True
train_00627,train,vehicles,1300.0,988.0,1300.0,2013 Felt Z3,"Great bike for riders looking for a more comfortable ride, Felt's Z series is made for endurance or longer distance riding and is a very comfortable bike to ride.",0.24,0.8730691739422431,3,162,1.0,True,True
train_00628,train,furniture,125.0,115.0,125.0,MidCentury Modern Twin Bed Frame,"Solid wood mid century modern frame for twin size bed,~ Headboard (40.5""H)",0.08,1.0,5,74,1.0,True,True
train_00629,train,vehicles,2600.0,1560.0,2600.0,2014 Specialized Fate Expert Carbon 29 Medium,"29 in. Carbon wheels, carbon cranks, XTR rear derailleur, RockShox SID w/ brain, Magura disk brakes, front through axle (2014 fist year) etc.,This bike has been very gently used and is in like new condition. Never raced.,(Pedals not included)",0.4,1.7461383478844863,7,242,1.0,True,True
train_00630,train,housing,3800.0,2280.0,3800.0,Large 2 bedroom!,"Large 2 Bedroom. 2 Bath. walk-In Closets. Small Deck. ""Listed Price is With Student Discount."",Call or text to make an appointment",0.4,1.6888888888888889,3,130,1.0,True,True
train_00631,train,housing,1500.0,1380.0,1500.0,"master bedroom, living room and dining room all have great Bay Views.","Enjoy this beautiful and updated home with panoramic Bay View and a large yard for your gardening passion. 4 bedroom 2 bathrooms, master bedroom, living room and dining room all have great Bay Views. Cottage in the yard can be office, workshop, studio or anything you can thing off.",0.08,0.6666666666666666,12,282,1.0,True,True
train_00632,train,housing,2250.0,2070.0,2250.0,All New Floors!! Washer/Dryer Down Town Danville,"Call Now -,Follow The Link Below:, is a 1 Bedroom, 1 Bath, approximately 700 Sq. Ft.",0.08,1.0,7,84,1.0,True,True
train_00633,train,furniture,1750.0,1050.0,1750.0,Solid Wood large wedge desk & Hutch,"Please email, call, text at",0.4,14.0,7,27,1.0,True,True
train_00634,train,housing,2150.0,1978.0,2150.0,modern 2 bedroom 1 bath,"Please email me with your name and phone number if interested and I will update you on open house date.,Feel free to call or text if you have any questions.,Modern 2 bedroom and 1 bath at a Triplex.,Only garbage is included in rent.",0.08,0.9555555555555556,5,232,1.0,True,True
train_00635,train,electronics,130.0,119.0,130.0,GoPro Hero 3 Black edition,"Up for sale is a hero 3 black edition with waterproof case, 8g memory stick, and charger cable. GoPro works perfect in all settings.",0.08461538461538462,1.3,5,132,1.0,True,True
train_00636,train,electronics,75.0,57.0,75.0,Casio EX-word Dataplus 4 XD-SF4800 Japanese Dictionary,"Stylus, USB cable, and hearphones also included. User manual not included. This is a used unit in excellent cosmetic and working condition.",0.24,0.75,7,139,1.0,True,True
train_00637,train,furniture,15.0,13.0,15.0,Antique Chair,"This is a beautiful carved antique wood chair. Its in good condition, but could perhaps use a new seat cushion.",0.13333333333333333,0.12,2,111,1.0,True,True
train_00638,train,vehicles,3500.0,2100.0,3500.0,--2001 Dodge Ram 1500 Quad Cab /Clean Title,"Selling my 2001 Dodge Ram 1500 Quad Cab Short Bed, new tires, Registered , tow hitch,Status: Clean Title,Interior Color: Gray leather Interior,Registration up to date - Will expire May 2017,Clean on the inside - no reap,,smog, registered, new tires, auto transmission,No check engine light, runs great, tuned up,",0.4,2.350570852921424,8,312,1.0,True,True
train_00639,train,electronics,1550.0,1426.0,1550.0,McIntosh MC-2205 MC2205 stereo power amplifier amp,MC-2205 solid state amplifier. This unit works perfectly and sounds fantastic. Some peeling of silkscreen on faceplate around headphone jack. 200 real watts per channel. Wood cabinet sold. Bring your cd or vinyl for a great demo.,0.08,15.5,7,229,1.0,True,True
train_00640,train,vehicles,125.0,95.0,125.0,"Centurion Road Bike, 55cm",Here is a super cool Japanese road bike from the 80's.,0.24,0.08394895903290799,4,54,1.0,True,True
train_00641,train,furniture,125.0,115.0,125.0,MidCentury Modern Twin Bed Frame,"Solid wood mid century modern frame for twin size bed,~ Headboard (40.5""H)",0.08,1.0,5,74,1.0,True,True
train_00642,train,electronics,60.0,55.0,60.0,Energy sub woofer,Energy sub woofer for sale. Item is in great condition. Original owner. If you are looking for a great sub woofer in great condition give me a call.,0.08333333333333333,0.6,3,148,1.0,True,True
train_00643,train,furniture,150.0,138.0,150.0,Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design,"Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design,Scroll Puff Ottoman: 24w x 24d x 18h.",0.08,1.2,9,97,1.0,True,True
train_00644,train,electronics,40.0,30.0,40.0,UNLOCK AND FLASH PHONES FIX BLOCKED PHONES,"UNLOCK YOUR FAVORITE SPRINT VERIZON ATT T-MOBILE METROPCS,PRICES START AT 40 AND UP.,CALL OR TEXT",0.25,0.4,7,97,1.0,True,True
train_00645,train,electronics,299.0,275.0,299.0,JVC Digital Theater System TH-C5,"Digital Theater System, works great. You can connect it to your current blue ray. We unfortunately lost the remote during our move. Looking for 299 or best offer. Please text me if you have any questions Letty,This complete home theater system includes a slim design silver DVD receiver with a progressive scan five-disc DVD changer and an amplifier that delivers 1002 watts of total power.",0.0802675585284281,2.99,5,390,1.0,True,True
